1;1970;7;16;4;8;46;132;465;900;2001;8542
1;1971;0;0;0;1;4;31;39;79;271;3115
1;1972;7;18;39;53;16;75;90;162;217;2003
1;1973;297;9;15;17;9;63;52;201;341;2697
1;1974;0;0;2;2;2;6;5;9;19;140
1;1975;15;37;0;0;8;0;0;15;55;1932
1;1976;0;0;0;0;0;0;0;15;17;2096
1;1977;8;19;0;0;4;0;64;117;152;2463
1;1978;0;0;0;0;0;10;34;167;195;1790
1;1979;0;0;0;0;81;176;226;343;556;2337
1;1980;232;0;0;0;39;126;483;270;254;2814
1;1981;0;0;0;0;174;831;1271;1713;570;2401
1;1982;0;0;0;3;162;565;2069;2044;2170;8323
1;1983;0;0;0;0;1;2;2;291;529;9209
1;1984;0;0;0;84;139;177;616;1231;3140;11774
1;1985;0;0;70;481;263;651;537;541;720;7958
1;1986;2476;12363;595;0;0;48;171;139;229;4871
1;1987;0;3;0;0;10;125;317;290;447;5586
1;1988;186;39;59;59;188;859;990;819;745;11631
1;1989;236;0;2;31;253;1062;1684;1912;1419;6159
1;1990;0;0;0;40;706;1527;3371;5075;6426;8741
1;1991;352;2259;4194;1641;1774;2361;1113;1446;2340;7068
1;1992;31;146;77;78;316;984;2022;1482;1434;5296
1;1993;8;27;21;9;25;99;164;420;894;7016
1;1994;3178;0;25;76;1740;2947;1606;795;802;7259
1;1995;0;0;2;7;98;42;89;279;1080;5179
1;1996;0;0;5;108;273;235;258;287;664;7287
1;1997;0;0;30;465;2092;2347;1491;2390;2607;15078
1;1998;0;0;2;42;298;1072;1490;1755;2953;12081
1;1999;0;0;9;30;104;496;659;1198;1310;12132
1;2000;0;0;0;72;602;649;1225;2382;2904;11961
1;2001;0;0;0;449;1180;1624;1987;3159;4414;14184
1;2002;0;0;0;6;77;201;599;1711;2364;13815
1;2003;0;0;0;5;255;564;654;1576;3363;7289
1;2004;0;0;0;0;62;164;182;451;1700;8912
1;2005;0;0;13;3;60;252;668;1340;1438;10953
1;2006;0;0;0;131;434;2054;2259;2779;1884;8298
1;2007;0;0;0;216;713;3336;3341;3616;2449;9845
1;2008;0;0;1;2;73;147;362;1046;2477;13275
1;2009;0;0;0;24;461;653;629;1520;2295;12506
1;2010;0;0;2.170450881;4.82322418;56.43172291;270.7780365;902.0333557;1334.064643;2579.19048;8767.457081
1;2011;0;0;0;9.91295426;18.0235532;41.40936117;86.80514617;282.9921681;680.7118328;9007.471496
2;1970;0;0;0;0;2;4;7;34;30;48
2;1971;0;0;0;0;0;22;83;46;97;308
2;1972;0;0;5;1;2;7;13;64;161;502
2;1973;0;0;0;5;5;10;5;76;66;1212
2;1974;0;5;6;74;59;121;64;747;692;13121
2;1975;0;44;32;139;89;131;142;306;398;14833
2;1976;2;14;17;63;260;233;204;214;232;9120
2;1977;0;16;32;39;33;182;388;975;1536;6270
2;1978;0;0;12;62;143;155;65;50;21;1731
2;1979;0;0;29;57;71;877;856;2072;1282;339
2;1980;0;0;70;38;83;146;259;486;504;2294
2;1981;1;3;7;4;12;56;137;388;325;1674
2;1982;0;0;4;37;14;57;398;4258;37;10954
2;1983;0;29;161;284;886;1124;1717;2101;1664;9448
2;1984;0;0;20;134;284;494;784;1678;3055;5658
